Label,area_0,area_1,area_2,area_3,area_4,perimeter_0,circularity_0,mean_intensity,std_intensity
Parasitized,3039.0,51.0,0,0,0,208.65,0.8772,122.0305,55.7469
Parasitized,2883.0,79.5,0,0,0,208.65,0.8322,116.144,58.23
Parasitized,2728.5,95.5,0,0,0,214.07,0.7482,109.103,58.8299
Parasitized,2822.0,44.5,4.0,0,0,241.28,0.6092,112.354,54.5727
Parasitized,2821.5,43.0,0,0,0,208.89,0.8125,116.123,60.8438
Parasitized,3033.0,98.0,0,0,0,212.99,0.8401,125.9329,59.246
Parasitized,621.0,22.5,0,0,0,308.94,0.0818,96.2117,48.0469
Parasitized,2735.0,947.5,0,0,0,235.62,0.6191,105.0659,52.2053
Parasitized,2556.0,0,0,0,0,249.42,0.5163,109.1772,62.2454
Parasitized,2818.0,0,0,0,0,217.82,0.7463,124.8818,66.7917
Parasitized,2356.0,76.0,0,0,0,207.48,0.6878,95.3042,64.177
Parasitized,2591.0,2.0,0,0,0,205.97,0.7675,106.0186,61.5456
Parasitized,2923.5,7.0,0,0,0,221.72,0.7473,115.7046,55.0489
Parasitized,3081.0,39.0,0,0,0,215.34,0.8349,127.4209,55.954
Parasitized,2823.0,71.5,0,0,0,208.31,0.8175,112.3442,58.7847
Parasitized,2933.5,0,0,0,0,220.89,0.7555,119.5833,56.2672
Parasitized,2444.5,77.5,0,0,0,227.58,0.5931,101.9578,61.322
Parasitized,2929.0,93.0,12.5,0,0,213.82,0.805,116.5027,57.7801
Parasitized,3012.0,50.5,8.5,0,0,217.48,0.8002,115.1729,51.8326
Parasitized,2878.0,0,0,0,0,225.97,0.7083,112.0486,53.8916
Parasitized,2822.0,941.5,106.5,14.5,4.0,205.68,0.8383,103.1626,49.7117
Parasitized,2876.5,77.5,39.5,0,0,206.75,0.8456,114.1458,55.3407
Parasitized,2902.5,48.0,0,0,0,209.24,0.8331,124.3254,64.6378
Parasitized,2483.0,0.5,0,0,0,236.79,0.5565,107.5071,58.6733
Parasitized,2834.5,17.5,12.5,0,0,208.75,0.8174,114.438,59.2026
Parasitized,2679.5,0,0,0,0,228.21,0.6465,106.4329,59.071
Parasitized,2909.5,43.5,0,0,0,212.07,0.813,116.2917,55.8793
Parasitized,901.5,503.5,92.5,60.0,44.0,219.72,0.2347,99.0864,50.2813
Parasitized,2591.0,426.5,2.0,0.0,0,236.45,0.5824,102.1206,53.2857
Parasitized,3086.5,81.0,0,0,0,212.41,0.8597,121.7991,54.1843
Parasitized,312.0,262.0,127.5,34.5,28.0,163.54,0.1466,92.4783,50.9919
Parasitized,2811.0,125.0,0,0,0,205.14,0.8394,111.0896,60.6117
Parasitized,2837.0,19.0,0,0,0,207.48,0.8282,117.866,62.1844
Parasitized,1842.0,20.0,7.0,0,0,416.27,0.1336,100.7229,55.3268
Parasitized,2585.0,122.5,0,0,0,226.65,0.6323,102.113,57.6231
Parasitized,3002.5,49.5,0,0,0,214.89,0.817,124.376,58.9974
Parasitized,2947.0,0,0,0,0,231.14,0.6932,121.5293,56.6997
Parasitized,2808.0,0,0,0,0,221.14,0.7216,115.6375,59.8152
Parasitized,2869.5,393.0,74.5,71.5,64.0,218.41,0.7559,107.6096,52.0153
Parasitized,2829.0,125.0,0,0,0,229.14,0.6771,113.4104,58.7612
Parasitized,2302.5,46.0,4.0,0,0,278.69,0.3725,102.8313,54.7584
Parasitized,2987.5,42.5,0,0,0,213.92,0.8204,120.0515,56.7485
Parasitized,2873.0,46.0,42.0,17.5,0,207.48,0.8387,119.0388,61.5961
Parasitized,2614.5,1092.0,0,0,0,206.07,0.7737,96.5591,52.7923
Parasitized,2926.5,28.0,0,0,0,209.24,0.84,124.5332,62.2491
Parasitized,2885.5,27.0,0,0,0,216.07,0.7767,114.3467,55.8917
Parasitized,2963.0,77.5,0,0,0,213.82,0.8144,120.717,57.118
Parasitized,3019.0,46.5,0,0,0,213.34,0.8336,118.8008,53.2252
Parasitized,3035.0,34.5,0,0,0,216.51,0.8136,128.3535,58.6114
Parasitized,2754.5,13.5,0,0,0,208.89,0.7932,116.4915,64.8865
Parasitized,2859.0,23.0,0,0,0,207.48,0.8346,118.8015,61.8645
Parasitized,2965.0,21.5,0,0,0,223.48,0.746,117.2002,53.595
Parasitized,2851.5,0,0,0,0,209.24,0.8185,114.0527,58.6809
Parasitized,2939.5,15.0,0,0,0,209.24,0.8437,125.5388,63.0243
Parasitized,2764.5,0,0,0,0,224.89,0.6869,113.7493,60.3491
Parasitized,2989.5,29.5,0,0,0,213.92,0.8209,118.8479,55.2535
Parasitized,2880.5,41.0,21.0,0,0,208.07,0.8361,111.1704,55.2281
Parasitized,2837.5,2.0,0,0,0,209.24,0.8145,129.3501,69.9479
Parasitized,2994.0,33.0,0,0,0,208.65,0.8642,128.2056,60.6872
Parasitized,2756.0,18.0,0,0,0,207.48,0.8045,122.5254,70.8579
Parasitized,3050.5,13.0,0,0,0,212.75,0.8469,139.1301,65.5587
Parasitized,3002.0,13.0,2.0,0,0,212.17,0.838,124.4661,57.995
Parasitized,2834.0,34.0,0,0,0,213.48,0.7814,121.4294,63.5117
Parasitized,2952.0,48.5,29.0,0,0,208.65,0.8521,124.4446,61.4802
Parasitized,2583.0,17.5,8.5,0,0,209.14,0.7421,109.8779,66.6736
Parasitized,2951.0,0,0,0,0,212.17,0.8238,130.6167,64.8979
Parasitized,2966.5,26.0,0,0,0,210.41,0.842,130.2073,64.4072
Parasitized,2861.5,46.5,0,0,0,212.41,0.797,121.6257,65.223
Parasitized,2587.0,41.5,0,0,0,207.48,0.7552,112.1565,68.664
Parasitized,2877.5,35.0,0,0,0,214.89,0.783,119.8555,60.4061
Parasitized,2861.5,25.0,0,0,0,206.89,0.8401,125.5488,67.3766
Parasitized,2507.5,0,0,0,0,211.72,0.7029,112.4343,73.0715
Parasitized,2957.0,88.0,49.5,33.5,28.5,216.51,0.7927,111.1829,46.9277
Parasitized,2856.5,0,0,0,0,206.89,0.8386,129.4238,69.3861
Parasitized,3045.5,14.0,10.0,0,0,215.58,0.8235,129.5476,59.6801
Parasitized,2718.0,59.0,8.5,0,0,209.97,0.7748,109.4202,58.4521
Parasitized,2947.0,21.5,0,0,0,209.48,0.8439,130.5544,65.5575
Parasitized,2905.0,34.5,0,0,0,207.82,0.8452,126.4517,62.4507
Parasitized,2785.0,48.0,0,0,0,214.99,0.7571,117.6792,63.0303
Parasitized,3003.0,24.0,0,0,0,214.51,0.8201,132.3958,63.8154
Parasitized,2918.5,60.5,0,0,0,212.07,0.8155,125.1438,61.5703
Parasitized,3004.5,0,0,0,0,212.75,0.8341,129.3821,60.4584
Parasitized,2886.0,0,0,0,0,206.31,0.8521,127.104,66.5683
Parasitized,3151.5,40.0,0,0,0,221.44,0.8076,133.3821,54.4525
Parasitized,2891.5,32.0,0,0,0,209.24,0.83,124.1887,64.7432
Parasitized,3026.0,32.5,0,0,0,215.34,0.82,133.4949,62.0298
Parasitized,2745.5,33.5,0,0,0,213.58,0.7563,123.353,70.0921
Parasitized,3074.0,64.5,0,0,0,219.34,0.8029,128.9875,55.2444
Parasitized,2783.5,102.5,0,0,0,209.24,0.799,115.1729,60.495
Parasitized,2827.0,0,0,0,0,214.17,0.7745,128.3625,69.3874
Parasitized,2844.0,0,0,0,0,230.79,0.671,121.926,62.1025
Parasitized,2982.5,31.0,0,0,0,210.41,0.8466,130.458,61.7939
Parasitized,2850.5,0,0,0,0,247.04,0.587,119.0964,55.2863
Parasitized,2826.0,24.5,0,0,0,215.68,0.7634,119.8237,63.454
Parasitized,2944.0,69.5,0,0,0,207.48,0.8594,123.3762,60.3056
Parasitized,2902.5,56.5,0,0,0,214.89,0.7898,125.48,62.6493
Parasitized,3137.0,12.5,0,0,0,219.68,0.8168,132.2092,56.3137
Parasitized,2901.0,28.5,0,0,0,207.48,0.8468,126.2622,65.362
Parasitized,2877.5,8.0,0,0,0,212.07,0.804,122.6111,61.1144
Parasitized,3183.5,32.0,0,0,0,216.75,0.8515,133.4924,54.9641
Parasitized,2047.0,30.0,0,0,0,219.48,0.534,91.7026,71.7143
Parasitized,3086.0,28.5,0,0,0,218.17,0.8148,138.0544,61.5825
Parasitized,2757.5,23.5,0,0,0,209.24,0.7915,119.5203,67.2599
Parasitized,2137.0,28.0,0,0,0,197.62,0.6876,91.0349,68.2333
Parasitized,2509.0,7.0,0,0,0,208.65,0.7242,111.2617,73.1991
Parasitized,2959.0,30.0,0,0,0,211.82,0.8287,129.0332,63.8596
Parasitized,2762.5,57.0,0,0,0,214.89,0.7517,118.321,63.3673
Parasitized,2798.0,71.0,0,0,0,206.31,0.8261,114.2271,61.2137
Parasitized,1902.0,54.0,0,0,0,238.79,0.4192,86.5674,71.9252
Parasitized,2890.0,74.0,46.5,0,0,209.82,0.8249,119.2625,60.313
Parasitized,2513.5,36.0,0,0,0,208.07,0.7296,110.2505,72.8648
Parasitized,2824.5,6.0,0,0,0,213.72,0.7771,126.2161,66.7553
Parasitized,2954.0,28.5,0,0,0,210.65,0.8365,133.1604,66.3419
Parasitized,2677.0,0,0,0,0,209.82,0.7641,120.7681,72.9346
Parasitized,2525.0,28.0,0,0,0,206.31,0.7455,108.873,71.2296
Parasitized,2135.0,37.5,0,0,0,217.48,0.5672,95.1157,73.3121
Parasitized,2559.5,71.5,0,0,0,206.55,0.7539,106.9607,62.9956
Parasitized,2946.0,30.0,0,0,0,208.65,0.8504,125.5337,62.5609
Parasitized,2988.5,24.5,5.5,0,0,219.92,0.7765,127.9778,60.2703
Parasitized,2872.0,97.0,85.0,78.0,71.5,216.65,0.7689,116.7607,60.2417
Parasitized,2487.5,0,0,0,0,242.55,0.5313,111.3276,66.2231
Parasitized,2859.5,53.5,0,0,0,206.89,0.8395,120.2571,62.3506
Parasitized,3136.5,4.0,0,0,0,222.07,0.7993,139.2527,60.0137
Parasitized,2789.5,0,0,0,0,234.21,0.639,119.1387,61.2993
Parasitized,2782.0,25.0,0,0,0,211.48,0.7817,120.9663,66.3223
Parasitized,2690.0,64.5,0,0,0,205.14,0.8033,111.2832,63.3178
Parasitized,2915.5,10.0,2.0,0,0,217.92,0.7715,123.9192,62.5003
Parasitized,2898.5,9.5,0,0,0,209.72,0.8281,124.114,61.9607
Parasitized,2884.5,0,0,0,0,224.07,0.722,127.5864,63.9566
Parasitized,2528.5,11.0,0,0,0,208.07,0.734,116.4617,76.476
Parasitized,2840.5,2.0,0,0,0,208.89,0.818,123.707,65.064
Parasitized,2794.0,33.5,0,0,0,219.14,0.7311,120.5505,64.9153
Parasitized,2950.0,41.5,0,0,0,211.48,0.8289,127.2422,61.96
Parasitized,2928.5,32.0,0,0,0,215.58,0.7918,126.7004,62.562
Parasitized,2963.5,10.0,7.0,0,0,210.07,0.8439,129.8359,63.7391
Parasitized,2930.5,15.0,0,0,0,215.58,0.7924,128.9805,65.1808
Parasitized,2997.5,37.5,0,0,0,217.58,0.7957,125.6677,57.4889
Parasitized,2630.5,26.5,0,0,0,201.04,0.8179,111.2881,67.8686
Parasitized,2572.5,23.0,0,0,0,205.72,0.7638,118.5623,75.7349
Parasitized,2784.0,43.5,0,0,0,207.48,0.8127,110.9749,59.0615
Parasitized,2870.5,5.5,0,0,0,213.72,0.7897,129.5137,66.9826
Parasitized,2988.5,15.5,0,0,0,211.58,0.8389,138.8369,68.367
Parasitized,2837.0,4.0,0,0,0,209.48,0.8124,129.2236,69.5457
Parasitized,2758.0,23.5,0,0,0,216.31,0.7407,119.2185,67.0805
Parasitized,2977.0,31.5,0,0,0,209.48,0.8525,125.3901,59.881
Parasitized,2812.0,5.5,0,0,0,208.31,0.8143,120.0435,63.385
Parasitized,2536.0,76.0,46.0,0,0,206.31,0.7487,102.9712,62.4794
Parasitized,2927.0,11.0,11.0,0,0,210.65,0.8289,124.8584,62.7096
Parasitized,2927.0,59.0,0,0,0,209.82,0.8355,124.1978,62.7327
Parasitized,2671.5,0,0,0,0,210.07,0.7608,117.7122,68.654
Parasitized,3042.5,37.5,0,0,0,212.07,0.8502,128.0515,59.2185
Parasitized,2806.0,14.0,0,0,0,203.97,0.8476,124.5547,67.6689
Parasitized,3025.5,20.0,0,0,0,213.92,0.8308,134.8704,63.4304
Parasitized,2603.0,20.0,0,0,0,205.14,0.7773,112.7864,69.7774
Parasitized,2985.5,31.0,0,0,0,211.92,0.8353,130.2617,60.307
Parasitized,2410.5,20.0,17.5,15.0,0.0,333.46,0.2724,122.4429,59.2302
Parasitized,1893.0,0,0,0,0,200.51,0.5917,81.6421,67.0214
Parasitized,2785.5,36.0,0,0,0,209.38,0.7984,117.2761,62.0556
Parasitized,2078.0,16.5,0,0,0,199.28,0.6576,90.7903,74.0793
Parasitized,2668.5,0,0,0,0,210.07,0.7599,122.7476,72.9584
Parasitized,2793.0,0,0,0,0,208.65,0.8062,126.4033,71.1068
Parasitized,2839.0,38.0,0,0,0,208.65,0.8195,119.4109,62.6711
Parasitized,2815.5,30.5,0,0,0,208.07,0.8173,118.7119,63.2016
Parasitized,2512.5,48.0,0,0,0,209.24,0.7212,106.7976,67.9444
Parasitized,2914.5,4.0,0,0,0,212.75,0.8091,125.2986,63.117
Parasitized,3013.0,33.0,0,0,0,226.17,0.7402,126.0979,58.5297
Parasitized,2854.5,32.0,0,0,0,208.07,0.8286,120.3118,62.6585
Parasitized,2668.5,26.5,0,0,0,211.72,0.7481,113.1221,63.111
Parasitized,2748.0,0,0,0,0,223.48,0.6914,118.0571,64.2519
Parasitized,2814.5,37.5,0,0,0,220.75,0.7258,121.8835,62.8367
Parasitized,2669.5,0,0,0,0,220.21,0.6918,118.5146,67.2854
Parasitized,2953.0,27.0,12.5,0,0,214.99,0.8028,123.54,59.6994
Parasitized,2434.5,63.5,17.5,7.0,1.0,208.55,0.7034,100.7268,61.2334
Parasitized,2769.0,36.5,0,0,0,209.82,0.7904,118.7393,66.1381
Parasitized,2821.0,20.0,0,0,0,206.31,0.8329,120.9536,65.7171
Parasitized,2554.0,18.0,0,0,0,203.97,0.7715,111.0764,71.8008
Parasitized,2890.0,29.5,29.5,0,0,209.48,0.8276,125.1294,64.5034
Parasitized,2735.5,26.0,0,0,0,212.07,0.7644,118.1921,67.6484
Parasitized,2588.5,33.5,0,0,0,210.41,0.7347,112.5623,69.5271
Parasitized,2892.5,25.0,11.0,7.0,7.0,221.24,0.7426,120.3867,57.8457
Parasitized,2551.5,14.0,0,0,0,212.07,0.713,111.7849,70.4474
Parasitized,2867.0,29.5,0,0,0,218.79,0.7526,127.7512,65.2214
Parasitized,2710.0,0,0,0,0,212.79,0.7521,125.5537,71.2475
Parasitized,2571.0,34.5,0,0,0,199.48,0.8119,111.7336,67.1124
Parasitized,2662.0,8.5,0,0,0,206.31,0.7859,117.675,69.9325
Parasitized,2636.5,31.0,0,0,0,210.41,0.7484,114.6467,67.5462
Parasitized,2745.0,0,0,0,0,212.45,0.7643,131.3315,74.9841
Parasitized,2834.5,21.0,0,0,0,211.38,0.7972,127.3855,66.3702
Parasitized,2928.0,0,0,0,0,207.82,0.8519,134.1558,67.0363
Parasitized,2081.5,0,0,0,0,217.04,0.5553,101.9365,80.0108
Parasitized,2713.0,0,0,0,0,207.48,0.792,123.6353,71.8492
Parasitized,2422.5,16.0,0,0,0,210.21,0.6889,111.4587,75.2993
Parasitized,2757.0,0,0,0,0,216.65,0.7381,126.3311,69.5442
Parasitized,2754.5,0,0,0,0,205.72,0.8179,126.5444,72.0212
Parasitized,2347.0,0,0,0,0,237.97,0.5208,112.9468,76.6514
Parasitized,2510.0,19.0,0,0,0,202.79,0.767,113.4944,74.1077
Parasitized,2381.0,11.5,0,0,0,224.31,0.5947,114.9263,78.9512
Parasitized,2688.5,0,0,0,0,218.89,0.7051,119.6565,66.3754
Parasitized,2608.5,0,0,0,0,209.72,0.7453,118.6406,71.1856
Parasitized,2297.0,0,0,0,0,222.31,0.5841,107.3909,74.6519
Parasitized,2787.0,0,0,0,0,213.97,0.765,129.1729,70.6929
Parasitized,2705.0,13.5,0,0,0,205.48,0.8051,124.2222,70.3502
Parasitized,2831.5,34.0,0,0,0,212.41,0.7886,129.2639,69.5489
Parasitized,2784.5,0,0,0,0,208.41,0.8056,124.9121,64.619
Parasitized,2439.5,0,0,0,0,242.69,0.5205,110.7222,68.5984
Parasitized,2730.0,0,0,0,0,233.48,0.6293,127.9094,71.2553
Parasitized,2621.0,0,0,0,0,210.45,0.7437,116.9338,69.1895
Parasitized,2576.0,0,0,0,0,201.62,0.7963,119.2576,75.4726
Parasitized,2731.0,75.5,0,0,0,208.65,0.7883,118.009,65.0426
Parasitized,2705.5,0,0,0,0,203.04,0.8247,125.5498,73.833
Parasitized,2799.0,0,0,0,0,212.31,0.7803,125.3274,67.4935
Parasitized,2756.5,0,0,0,0,223.92,0.6908,126.3848,66.9404
Parasitized,2888.5,30.0,0,0,0,210.89,0.8161,133.0637,68.4356
Parasitized,2762.0,0,0,0,0,220.99,0.7107,125.1621,66.6943
Parasitized,2549.5,0,0,0,0,284.35,0.3962,122.0779,62.367
Parasitized,2970.5,42.5,0,0,0,215.58,0.8032,132.8406,64.1104
Parasitized,2874.0,80.0,0,0,0,210.99,0.8112,136.6067,71.993
Parasitized,2598.0,0,0,0,0,216.45,0.6968,118.5452,69.9685
Parasitized,2720.0,0,0,0,0,231.14,0.6398,124.0923,66.4752
Parasitized,2811.0,0,0,0,0,225.48,0.6948,131.1841,68.4403
Parasitized,2853.0,44.0,0,0,0,214.17,0.7816,125.969,65.0084
Parasitized,2643.5,0,0,0,0,206.07,0.7823,120.9807,72.868
Parasitized,2718.0,29.0,0,0,0,209.14,0.7809,122.8582,68.8645
Parasitized,2979.5,12.0,0,0,0,213.24,0.8234,138.7141,66.8807
Parasitized,2867.5,34.5,0,0,0,215.24,0.7778,126.7251,65.7029
Parasitized,2631.0,0,0,0,0,214.31,0.7199,120.7947,69.7218
Parasitized,2621.0,0,0,0,0,223.62,0.6586,119.417,71.6907
Parasitized,2774.0,49.5,0,0,0,221.48,0.7106,125.406,69.2232
Parasitized,3006.5,52.5,0,0,0,211.58,0.844,131.3054,63.7072
Parasitized,2704.0,0,0,0,0,238.31,0.5983,124.8267,67.63
Parasitized,2956.0,0,0,0,0,243.97,0.6241,136.2817,61.1236
Parasitized,2830.5,0,0,0,0,222.07,0.7213,134.8994,71.7825
Parasitized,2145.0,0,0,0,0,211.82,0.6007,94.811,67.0862
Parasitized,2719.0,42.0,0,0,0,213.14,0.7521,121.5234,69.9912
Parasitized,2887.0,0,0,0,0,255.28,0.5567,130.9194,61.0066
Parasitized,2622.5,29.5,0,0,0,208.07,0.7612,118.8157,72.4248
Parasitized,2782.5,0,0,0,0,223.38,0.7007,131.5715,69.8728
Parasitized,2714.5,0,0,0,0,230.21,0.6437,128.0798,71.9545
Parasitized,2814.5,0,0,0,0,209.24,0.8079,124.6575,67.1209
Parasitized,2935.5,0,0,0,0,244.07,0.6193,135.772,63.7037
Parasitized,2713.5,13.5,0,0,0,205.72,0.8057,124.1211,71.4017
Parasitized,2678.5,38.5,0,0,0,207.72,0.7801,118.3577,67.4505
Parasitized,2419.0,24.0,0,0,0,207.14,0.7085,113.6477,78.5013
Parasitized,2960.0,36.5,0,0,0,210.31,0.841,133.2629,64.9761
Parasitized,2872.5,52.5,0,0,0,220.07,0.7454,124.6841,62.994
Parasitized,2682.5,15.0,0,0,0,208.07,0.7787,123.3362,72.5672
Parasitized,2905.5,0,0,0,0,207.38,0.849,131.5515,65.8487
Parasitized,2972.0,4.0,0,0,0,214.99,0.808,130.073,61.2786
Parasitized,2974.0,29.5,0,0,0,212.99,0.8238,134.5339,65.1987
Parasitized,2203.5,34.5,0,0,0,221.38,0.565,100.3054,75.4812
Parasitized,2754.0,27.0,0,0,0,209.82,0.7861,123.9119,71.1015
Parasitized,2686.5,0,0,0,0,230.55,0.6351,119.9937,66.5598
Parasitized,2995.5,59.5,2.0,0,0,216.41,0.8038,130.1763,61.2367
Parasitized,2806.5,18.0,0,0,0,208.07,0.8147,126.7437,68.838
Parasitized,2741.5,24.5,0,0,0,204.89,0.8206,122.1589,68.3633
Parasitized,2497.5,64.5,0,0,0,205.72,0.7416,109.3381,70.1349
Parasitized,2868.0,49.0,0,0,0,215.34,0.7772,127.9963,66.8975
Parasitized,2694.0,0,0,0,0,219.14,0.705,119.6084,64.3987
Parasitized,2729.5,0,0,0,0,243.72,0.5774,125.6428,68.7441
Parasitized,2804.0,19.0,0,0,0,206.65,0.8251,124.9355,67.5299
Parasitized,2778.0,30.0,5.5,0,0,207.48,0.8109,121.3291,66.9863
Parasitized,2364.5,25.0,0,0,0,231.38,0.555,98.082,63.2613
Parasitized,2859.5,29.5,0,0,0,214.07,0.7842,117.1531,59.7174
Parasitized,2393.5,289.0,185.0,83.0,0,266.69,0.4229,102.9216,54.6781
Parasitized,2565.5,2.0,0,0,0,253.52,0.5016,110.5249,60.1645
Parasitized,1895.0,185.5,100.5,15.0,1.0,229.14,0.4536,87.0986,64.1637
Parasitized,2738.5,152.0,56.5,48.5,7.0,206.89,0.8039,105.8237,55.5106
Parasitized,1760.5,10.5,4.0,0,0,229.58,0.4197,80.4011,67.8507
Parasitized,756.0,0,0,0,0,402.33,0.0587,84.6987,55.2038
Parasitized,2431.0,283.0,17.5,0,0,243.28,0.5162,100.2175,57.8473
Parasitized,2600.5,311.0,0,0,0,275.87,0.4294,109.3696,58.9982
Parasitized,2677.0,110.0,34.0,0,0,221.14,0.6879,109.2378,57.5899
Parasitized,2697.0,652.5,44.5,16.5,0,233.48,0.6217,108.1592,56.7493
Parasitized,1621.5,108.0,0.0,0,0,211.72,0.4546,70.9531,65.6804
Parasitized,1809.5,97.0,44.5,7.0,4.0,337.12,0.2001,100.8586,55.9624
Parasitized,2561.0,63.0,20.5,0,0,226.99,0.6246,106.6555,62.7313
Parasitized,2546.0,941.5,0,0,0,233.62,0.5862,98.6208,55.2261
Parasitized,2821.5,61.0,0,0,0,206.89,0.8283,115.8696,63.1568
Parasitized,2842.5,45.5,0,0,0,226.75,0.6947,117.8357,59.4592
Parasitized,2543.0,17.5,6.0,0,0,241.62,0.5474,104.7625,58.7179
Parasitized,2280.0,1271.0,0,0,0,216.99,0.6085,84.7249,57.6205
Parasitized,2869.0,181.0,33.5,0,0,214.51,0.7835,113.8203,56.4114
Parasitized,2890.0,7.0,0,0,0,207.48,0.8436,122.906,62.5244
Parasitized,2532.5,141.5,0,0,0,204.89,0.7581,100.2947,60.2374
Parasitized,2868.0,52.5,0,0,0,211.48,0.8058,118.4573,60.6614
Parasitized,3065.5,1437.5,103.5,18.5,0,226.27,0.7524,112.446,47.9676
Parasitized,2666.0,0,0,0,0,236.11,0.601,107.1504,58.172
Parasitized,2811.5,0,0,0,0,226.89,0.6863,114.2334,58.0566
Parasitized,2851.5,78.0,0,0,0,206.41,0.8411,117.7927,59.5028
Parasitized,2569.0,573.5,0,0,0,236.65,0.5764,104.543,55.5959
Parasitized,2661.5,446.0,0,0,0,231.58,0.6236,111.0498,54.2212
Parasitized,2659.0,0,0,0,0,223.48,0.669,107.9514,57.2961
Parasitized,2372.5,218.0,0,0,0,219.52,0.6187,93.6938,61.4721
Parasitized,2889.5,108.5,32.0,0,0,211.58,0.8111,110.4526,51.2246
Parasitized,2447.0,4.0,0,0,0,218.45,0.6444,100.0869,62.0814
Parasitized,1098.0,0.0,0,0,0,343.22,0.1171,95.9495,52.367
Parasitized,2739.5,121.5,0,0,0,210.07,0.7801,110.2876,60.0712
Parasitized,2741.5,67.5,0,0,0,205.24,0.8179,111.8943,58.9181
Parasitized,2928.0,112.5,0,0,0,209.34,0.8396,113.0474,52.5491
Parasitized,2763.5,847.0,87.0,0,0,218.41,0.728,103.9878,56.2311
Parasitized,2923.0,57.0,0,0,0,259.48,0.5455,113.7307,47.2758
Parasitized,2777.5,459.0,2.0,0.0,0,230.41,0.6575,107.5459,52.4646
Parasitized,2558.5,0,0,0,0,224.07,0.6404,106.9883,61.7606
Parasitized,176.0,119.0,30.5,13.5,11.5,138.23,0.1158,81.1848,53.2718
Parasitized,2691.5,76.0,0,0,0,206.41,0.7939,108.3215,59.0989
Parasitized,2654.0,1658.0,0,0,0,225.82,0.654,96.6726,49.9711
Parasitized,2649.0,0,0,0,0,214.99,0.7202,105.0652,53.3312
Parasitized,2720.5,546.0,399.5,2.0,0,242.41,0.5818,103.3926,50.1426
Parasitized,2830.0,105.5,0,0,0,208.17,0.8207,117.1006,58.5243
Parasitized,2931.5,0,0,0,0,232.75,0.68,118.2075,54.8152
Parasitized,2691.5,57.5,0,0,0,226.41,0.6598,105.9961,58.7475
Parasitized,2643.0,141.5,5.5,5.5,0,210.65,0.7485,105.6604,59.1177
Parasitized,2727.5,156.5,129.5,20.5,8.5,213.58,0.7514,101.7471,52.1237
Parasitized,2706.5,0,0,0,0,228.07,0.6539,110.6746,58.202
Parasitized,2600.0,1400.5,0,0,0,214.99,0.7068,97.5327,55.471
Parasitized,2681.0,136.0,12.0,0,0,224.65,0.6676,102.9976,53.4454
Parasitized,2450.5,0,0,0,0,253.87,0.4778,101.4612,58.0733
Parasitized,2606.5,48.0,0,0,0,199.72,0.8211,104.6997,59.9455
Parasitized,2923.0,133.5,74.5,0,0,223.2,0.7373,111.8767,51.206
Parasitized,2628.5,0,0,0,0,226.89,0.6416,106.8242,57.5213
Parasitized,2770.5,0,0,0,0,229.87,0.6589,116.9858,61.7149
Parasitized,2567.5,903.5,89.5,16.0,0,213.24,0.7096,96.4751,57.8792
Parasitized,2673.5,86.0,10.0,0,0,208.07,0.776,109.4443,58.1216
Parasitized,2600.5,108.0,19.0,11.5,2.0,243.38,0.5517,103.72,54.966
Parasitized,2814.0,36.0,0,0,0,206.17,0.832,112.4915,58.5753
Parasitized,2850.5,570.0,0,0,0,253.72,0.5564,108.1235,47.2056
Parasitized,2658.0,66.5,0,0,0,202.65,0.8133,105.7063,57.6893
Parasitized,2579.0,471.0,0,0,0,221.68,0.6595,97.739,54.8975
Parasitized,1256.5,0,0,0,0,411.61,0.0932,97.3113,53.579
Parasitized,2606.0,28.0,26.0,14.0,0,227.82,0.6309,105.1345,57.2665
Parasitized,2775.5,99.5,25.0,18.0,8.5,210.75,0.7852,105.5745,52.4616
Parasitized,2414.0,44.0,0,0,0,213.48,0.6656,94.2458,59.2924
Parasitized,2788.0,29.5,0,0,0,249.48,0.5629,111.2747,50.1269
Parasitized,552.5,69.0,65.5,17.0,0,233.58,0.1273,88.4976,50.5968
Parasitized,2811.5,94.0,0,0,0,208.75,0.8107,108.8311,53.263
Parasitized,2591.0,578.5,0.0,0,0,231.48,0.6076,104.3975,57.3118
Parasitized,1789.5,117.0,0,0,0,293.18,0.2616,90.5457,58.545
Parasitized,2684.5,1752.5,0,0,0,224.41,0.6699,97.7031,49.0819
Parasitized,2702.0,135.0,16.0,2.0,0,206.99,0.7925,103.3914,56.3801
Parasitized,2962.5,1650.5,0,0,0,239.1,0.6512,107.8921,46.2393
Parasitized,2899.0,97.0,25.5,0,0,216.99,0.7737,116.5876,56.7139
Parasitized,2897.0,1576.0,0,0,0,210.99,0.8177,102.1411,49.2084
Parasitized,2719.0,152.0,0,0,0,203.68,0.8236,108.6445,54.7744
Parasitized,2751.5,125.0,28.5,0,0,215.24,0.7464,104.7673,54.1793
Parasitized,2342.0,10.0,7.0,0,0,343.22,0.2498,105.2542,51.1672
Parasitized,2871.0,108.0,39.0,0,0,214.51,0.7841,109.2163,50.7037
Parasitized,2670.5,98.5,0,0,0,205.58,0.794,103.7495,56.8382
Parasitized,2387.5,1424.5,0,0,0,223.58,0.6002,90.2725,55.6267
Parasitized,2513.0,73.0,26.5,7.0,0,208.65,0.7254,97.7866,59.8167
